@RELATION  futbol_oyunu

@ATTRIBUTE hava_durumu {yagmurlu,bulutlu,gunesli}
@ATTRIBUTE sicaklik {sicak,ilik,soguk}
@ATTRIBUTE nem {yuksek,normal}
@ATTRIBUTE ruzgar {yok,var}
@ATTRIBUTE gun {pazartesi,sali,carsamba,persembe,cuma,cumartesi,pazar}
@ATTRIBUTE saat {sabah,aksam,oglen}
@ATTRIBUTE futbol_oyna {hayir,evet}
@DATA
gunesli,ilik,normal,yok,cuma,oglen,evet
gunesli,soguk,normal,yok,cuma,oglen,evet
gunesli,ilik,yuksek,var,cuma,oglen,hayir
gunesli,sicak,yuksek,var,cuma,oglen,hayir
gunesli,soguk,yuksek,var,cuma,oglen,hayir
gunesli,sicak,normal,var,cuma,oglen,evet
gunesli,ilik,normal,var,cuma,oglen,evet
gunesli,soguk,normal,var,cuma,oglen,evet

gunesli,sicak,yuksek,yok,cumartesi,oglen,evet
gunesli,ilik,yuksek,yok,cumartesi,oglen,evet
gunesli,soguk,yuksek,yok,cumartesi,oglen,evet
gunesli,sicak,normal,yok,cumartesi,oglen,evet
gunesli,ilik,normal,yok,cumartesi,oglen,evet
gunesli,soguk,normal,yok,cumartesi,oglen,evet
gunesli,sicak,yuksek,var,cumartesi,oglen,hayir
gunesli,ilik,yuksek,var,cumartesi,oglen,hayir
gunesli,soguk,yuksek,var,cumartesi,oglen,hayir
gunesli,sicak,normal,var,cumartesi,oglen,evet
gunesli,ilik,normal,var,cumartesi,oglen,evet
gunesli,soguk,normal,var,cumartesi,oglen,evet

gunesli,sicak,yuksek,yok,pazar,oglen,evet
gunesli,ilik,yuksek,yok,pazar,oglen,evet
gunesli,soguk,yuksek,yok,pazar,oglen,evet
gunesli,sicak,normal,yok,pazar,oglen,evet
gunesli,ilik,normal,yok,pazar,oglen,evet
gunesli,soguk,normal,yok,pazar,oglen,evet
gunesli,sicak,yuksek,var,pazar,oglen,hayir
gunesli,ilik,yuksek,var,pazar,oglen,hayir
gunesli,soguk,yuksek,var,pazar,oglen,hayir
gunesli,sicak,normal,var,pazar,oglen,evet
gunesli,ilik,normal,var,pazar,oglen,evet
gunesli,soguk,normal,var,pazar,oglen,evet


yagmurlu,sicak,yuksek,yok,pazartesi,aksam,evet
yagmurlu,ilik,yuksek,yok,pazartesi,aksam,evet
yagmurlu,soguk,yuksek,yok,pazartesi,aksam,evet
yagmurlu,sicak,normal,yok,pazartesi,aksam,evet
yagmurlu,ilik,normal,yok,pazartesi,aksam,evet
yagmurlu,soguk,normal,yok,pazartesi,aksam,evet
yagmurlu,sicak,yuksek,var,pazartesi,aksam,hayir
yagmurlu,ilik,yuksek,var,pazartesi,aksam,hayir
yagmurlu,soguk,yuksek,var,pazartesi,aksam,hayir
yagmurlu,sicak,normal,var,pazartesi,aksam,evet
yagmurlu,ilik,normal,var,pazartesi,aksam,evet
yagmurlu,soguk,normal,var,pazartesi,aksam,evet

yagmurlu,sicak,yuksek,yok,sali,aksam,evet
yagmurlu,ilik,yuksek,yok,sali,aksam,evet
yagmurlu,soguk,yuksek,yok,sali,aksam,evet
yagmurlu,sicak,normal,yok,sali,aksam,evet
yagmurlu,ilik,normal,yok,sali,aksam,evet
yagmurlu,soguk,normal,yok,sali,aksam,evet
yagmurlu,sicak,yuksek,var,sali,aksam,hayir
yagmurlu,ilik,yuksek,var,sali,aksam,hayir
yagmurlu,soguk,yuksek,var,sali,aksam,hayir
yagmurlu,sicak,normal,var,sali,aksam,evet
yagmurlu,ilik,normal,var,sali,aksam,evet
yagmurlu,soguk,normal,var,sali,aksam,evet

yagmurlu,sicak,yuksek,yok,carsamba,aksam,evet
yagmurlu,ilik,yuksek,yok,carsamba,aksam,evet
yagmurlu,soguk,yuksek,yok,carsamba,aksam,evet
yagmurlu,sicak,normal,yok,carsamba,aksam,evet
yagmurlu,ilik,normal,yok,carsamba,aksam,evet
yagmurlu,soguk,normal,yok,carsamba,aksam,evet
yagmurlu,sicak,yuksek,var,carsamba,aksam,hayir
yagmurlu,ilik,yuksek,var,carsamba,aksam,hayir
yagmurlu,soguk,yuksek,var,carsamba,aksam,hayir
yagmurlu,sicak,normal,var,carsamba,aksam,evet
yagmurlu,ilik,normal,var,carsamba,aksam,evet
yagmurlu,soguk,normal,var,carsamba,aksam,evet

yagmurlu,sicak,yuksek,yok,persembe,aksam,evet
yagmurlu,ilik,yuksek,yok,persembe,aksam,evet
yagmurlu,soguk,yuksek,yok,persembe,aksam,evet
yagmurlu,sicak,normal,yok,persembe,aksam,evet
yagmurlu,ilik,normal,yok,persembe,aksam,evet
yagmurlu,soguk,normal,yok,persembe,aksam,evet
yagmurlu,sicak,yuksek,var,persembe,aksam,hayir
yagmurlu,ilik,yuksek,var,persembe,aksam,hayir
yagmurlu,soguk,yuksek,var,persembe,aksam,hayir
yagmurlu,sicak,normal,var,persembe,aksam,evet
yagmurlu,ilik,normal,var,persembe,aksam,evet
yagmurlu,soguk,normal,var,persembe,aksam,evet

yagmurlu,sicak,yuksek,yok,cuma,aksam,evet
yagmurlu,ilik,yuksek,yok,cuma,aksam,evet
yagmurlu,soguk,yuksek,yok,cuma,aksam,evet
yagmurlu,sicak,normal,yok,cuma,aksam,evet
yagmurlu,ilik,normal,yok,cuma,aksam,evet
yagmurlu,soguk,normal,yok,cuma,aksam,evet
yagmurlu,sicak,yuksek,var,cuma,aksam,hayir
yagmurlu,ilik,yuksek,var,cuma,aksam,hayir
yagmurlu,soguk,yuksek,var,cuma,aksam,hayir
yagmurlu,sicak,normal,var,cuma,aksam,evet
yagmurlu,ilik,normal,var,cuma,aksam,evet
yagmurlu,soguk,normal,var,cuma,aksam,evet

yagmurlu,sicak,yuksek,yok,cumartesi,aksam,evet
yagmurlu,ilik,yuksek,yok,cumartesi,aksam,evet
yagmurlu,soguk,yuksek,yok,cumartesi,aksam,evet
yagmurlu,sicak,normal,yok,cumartesi,aksam,evet
yagmurlu,ilik,normal,yok,cumartesi,aksam,evet
yagmurlu,soguk,normal,yok,cumartesi,aksam,evet
yagmurlu,sicak,yuksek,var,cumartesi,aksam,hayir
yagmurlu,ilik,yuksek,var,cumartesi,aksam,hayir
yagmurlu,soguk,yuksek,var,cumartesi,aksam,hayir
yagmurlu,sicak,normal,var,cumartesi,aksam,evet
yagmurlu,ilik,normal,var,cumartesi,aksam,evet
yagmurlu,soguk,normal,var,cumartesi,aksam,evet

yagmurlu,sicak,yuksek,yok,pazar,aksam,evet
yagmurlu,ilik,yuksek,yok,pazar,aksam,evet
yagmurlu,soguk,yuksek,yok,pazar,aksam,evet
yagmurlu,sicak,normal,yok,pazar,aksam,evet
yagmurlu,ilik,normal,yok,pazar,aksam,evet
yagmurlu,soguk,normal,yok,pazar,aksam,evet
yagmurlu,sicak,yuksek,var,pazar,aksam,hayir
yagmurlu,ilik,yuksek,var,pazar,aksam,hayir
yagmurlu,soguk,yuksek,var,pazar,aksam,hayir
yagmurlu,sicak,normal,var,pazar,aksam,evet
yagmurlu,ilik,normal,var,pazar,aksam,evet
yagmurlu,soguk,normal,var,pazar,aksam,evet


bulutlu,sicak,yuksek,yok,pazartesi,aksam,evet
bulutlu,ilik,yuksek,yok,pazartesi,aksam,evet
bulutlu,soguk,yuksek,yok,pazartesi,aksam,evet
bulutlu,sicak,normal,yok,pazartesi,aksam,evet
bulutlu,ilik,normal,yok,pazartesi,aksam,evet
bulutlu,soguk,normal,yok,pazartesi,aksam,evet
bulutlu,sicak,yuksek,var,pazartesi,aksam,hayir
bulutlu,ilik,yuksek,var,pazartesi,aksam,hayir
bulutlu,soguk,yuksek,var,pazartesi,aksam,hayir
bulutlu,sicak,normal,var,pazartesi,aksam,evet
bulutlu,ilik,normal,var,pazartesi,aksam,evet
bulutlu,soguk,normal,var,pazartesi,aksam,evet

bulutlu,sicak,yuksek,yok,sali,aksam,evet
bulutlu,ilik,yuksek,yok,sali,aksam,evet
bulutlu,soguk,yuksek,yok,sali,aksam,evet
bulutlu,sicak,normal,yok,sali,aksam,evet
bulutlu,ilik,normal,yok,sali,aksam,evet
bulutlu,soguk,normal,yok,sali,aksam,evet
bulutlu,sicak,yuksek,var,sali,aksam,hayir
bulutlu,ilik,yuksek,var,sali,aksam,hayir
bulutlu,soguk,yuksek,var,sali,aksam,hayir
bulutlu,sicak,normal,var,sali,aksam,evet
bulutlu,ilik,normal,var,sali,aksam,evet
bulutlu,soguk,normal,var,sali,aksam,evet

bulutlu,sicak,yuksek,yok,carsamba,aksam,evet
bulutlu,ilik,yuksek,yok,carsamba,aksam,evet
bulutlu,soguk,yuksek,yok,carsamba,aksam,evet
bulutlu,sicak,normal,yok,carsamba,aksam,evet
bulutlu,ilik,normal,yok,carsamba,aksam,evet
bulutlu,soguk,normal,yok,carsamba,aksam,evet
bulutlu,sicak,yuksek,var,carsamba,aksam,hayir
bulutlu,ilik,yuksek,var,carsamba,aksam,hayir
bulutlu,soguk,yuksek,var,carsamba,aksam,hayir
bulutlu,sicak,normal,var,carsamba,aksam,evet
bulutlu,ilik,normal,var,carsamba,aksam,evet
bulutlu,soguk,normal,var,carsamba,aksam,evet

bulutlu,sicak,yuksek,yok,persembe,aksam,evet
bulutlu,ilik,yuksek,yok,persembe,aksam,evet
bulutlu,soguk,yuksek,yok,persembe,aksam,evet
bulutlu,sicak,normal,yok,persembe,aksam,evet
bulutlu,ilik,normal,yok,persembe,aksam,evet
bulutlu,soguk,normal,yok,persembe,aksam,evet
bulutlu,sicak,yuksek,var,persembe,aksam,hayir
bulutlu,ilik,yuksek,var,persembe,aksam,hayir
bulutlu,soguk,yuksek,var,persembe,aksam,hayir
bulutlu,sicak,normal,var,persembe,aksam,evet
bulutlu,ilik,normal,var,persembe,aksam,evet
bulutlu,soguk,normal,var,persembe,aksam,evet

bulutlu,sicak,yuksek,yok,cuma,aksam,evet
bulutlu,ilik,yuksek,yok,cuma,aksam,evet
bulutlu,soguk,yuksek,yok,cuma,aksam,evet
bulutlu,sicak,normal,yok,cuma,aksam,evet
bulutlu,ilik,normal,yok,cuma,aksam,evet
bulutlu,soguk,normal,yok,cuma,aksam,evet
bulutlu,sicak,yuksek,var,cuma,aksam,hayir
bulutlu,ilik,yuksek,var,cuma,aksam,hayir
bulutlu,soguk,yuksek,var,cuma,aksam,hayir
bulutlu,sicak,normal,var,cuma,aksam,evet
bulutlu,ilik,normal,var,cuma,aksam,evet
bulutlu,soguk,normal,var,cuma,aksam,evet

bulutlu,sicak,yuksek,yok,cumartesi,aksam,evet
bulutlu,ilik,yuksek,yok,cumartesi,aksam,evet
bulutlu,soguk,yuksek,yok,cumartesi,aksam,evet
bulutlu,sicak,normal,yok,cumartesi,aksam,evet
bulutlu,ilik,normal,yok,cumartesi,aksam,evet
bulutlu,soguk,normal,yok,cumartesi,aksam,evet
bulutlu,sicak,yuksek,var,cumartesi,aksam,hayir
bulutlu,ilik,yuksek,var,cumartesi,aksam,hayir
bulutlu,soguk,yuksek,var,cumartesi,aksam,hayir
bulutlu,sicak,normal,var,cumartesi,aksam,evet
bulutlu,ilik,normal,var,cumartesi,aksam,evet
bulutlu,soguk,normal,var,cumartesi,aksam,evet

bulutlu,sicak,yuksek,yok,pazar,aksam,evet
bulutlu,ilik,yuksek,yok,pazar,aksam,evet
bulutlu,soguk,yuksek,yok,pazar,aksam,evet
bulutlu,sicak,normal,yok,pazar,aksam,evet
bulutlu,ilik,normal,yok,pazar,aksam,evet
bulutlu,soguk,normal,yok,pazar,aksam,evet
bulutlu,sicak,yuksek,var,pazar,aksam,hayir
bulutlu,ilik,yuksek,var,pazar,aksam,hayir
bulutlu,soguk,yuksek,var,pazar,aksam,hayir
bulutlu,sicak,normal,var,pazar,aksam,evet
bulutlu,ilik,normal,var,pazar,aksam,evet
bulutlu,soguk,normal,var,pazar,aksam,evet


gunesli,sicak,yuksek,yok,pazartesi,aksam,evet
gunesli,ilik,yuksek,yok,pazartesi,aksam,evet
gunesli,soguk,yuksek,yok,pazartesi,aksam,evet
gunesli,sicak,normal,yok,pazartesi,aksam,evet
gunesli,ilik,normal,yok,pazartesi,aksam,evet
gunesli,soguk,normal,yok,pazartesi,aksam,evet
gunesli,sicak,yuksek,var,pazartesi,aksam,hayir
gunesli,ilik,yuksek,var,pazartesi,aksam,hayir
gunesli,soguk,yuksek,var,pazartesi,aksam,hayir
gunesli,sicak,normal,var,pazartesi,aksam,evet
gunesli,ilik,normal,var,pazartesi,aksam,evet
gunesli,soguk,normal,var,pazartesi,aksam,evet

gunesli,sicak,yuksek,yok,sali,aksam,evet
gunesli,ilik,yuksek,yok,sali,aksam,evet
gunesli,soguk,yuksek,yok,sali,aksam,evet
gunesli,sicak,normal,yok,sali,aksam,evet
gunesli,ilik,normal,yok,sali,aksam,evet
gunesli,soguk,normal,yok,sali,aksam,evet
gunesli,sicak,yuksek,var,sali,aksam,hayir
gunesli,ilik,yuksek,var,sali,aksam,hayir
gunesli,soguk,yuksek,var,sali,aksam,hayir
gunesli,sicak,normal,var,sali,aksam,evet
gunesli,ilik,normal,var,sali,aksam,evet
gunesli,soguk,normal,var,sali,aksam,evet

gunesli,sicak,yuksek,yok,carsamba,aksam,evet
gunesli,ilik,yuksek,yok,carsamba,aksam,evet
gunesli,soguk,yuksek,yok,carsamba,aksam,evet
gunesli,sicak,normal,yok,carsamba,aksam,evet
gunesli,ilik,normal,yok,carsamba,aksam,evet
gunesli,soguk,normal,yok,carsamba,aksam,evet
gunesli,sicak,yuksek,var,carsamba,aksam,hayir
gunesli,ilik,yuksek,var,carsamba,aksam,hayir
gunesli,soguk,yuksek,var,carsamba,aksam,hayir
gunesli,sicak,normal,var,carsamba,aksam,evet
gunesli,ilik,normal,var,carsamba,aksam,evet
gunesli,soguk,normal,var,carsamba,aksam,evet

gunesli,sicak,yuksek,yok,persembe,aksam,evet
gunesli,ilik,yuksek,yok,persembe,aksam,evet
gunesli,soguk,yuksek,yok,persembe,aksam,evet
gunesli,sicak,normal,yok,persembe,aksam,evet
gunesli,ilik,normal,yok,persembe,aksam,evet
gunesli,soguk,normal,yok,persembe,aksam,evet
gunesli,sicak,yuksek,var,persembe,aksam,hayir
gunesli,ilik,yuksek,var,persembe,aksam,hayir
gunesli,soguk,yuksek,var,persembe,aksam,hayir
gunesli,sicak,normal,var,persembe,aksam,evet
gunesli,ilik,normal,var,persembe,aksam,evet
gunesli,soguk,normal,var,persembe,aksam,evet

gunesli,sicak,yuksek,yok,cuma,aksam,evet
gunesli,ilik,yuksek,yok,cuma,aksam,evet
gunesli,soguk,yuksek,yok,cuma,aksam,evet
gunesli,sicak,normal,yok,cuma,aksam,evet
gunesli,ilik,normal,yok,cuma,aksam,evet
gunesli,soguk,normal,yok,cuma,aksam,evet
gunesli,sicak,yuksek,var,cuma,aksam,hayir
gunesli,ilik,yuksek,var,cuma,aksam,hayir
gunesli,soguk,yuksek,var,cuma,aksam,hayir
gunesli,sicak,normal,var,cuma,aksam,evet
gunesli,ilik,normal,var,cuma,aksam,evet
gunesli,soguk,normal,var,cuma,aksam,evet

gunesli,sicak,yuksek,yok,cumartesi,aksam,evet
gunesli,ilik,yuksek,yok,cumartesi,aksam,evet
gunesli,soguk,yuksek,yok,cumartesi,aksam,evet
gunesli,sicak,normal,yok,cumartesi,aksam,evet
gunesli,ilik,normal,yok,cumartesi,aksam,evet
gunesli,soguk,normal,yok,cumartesi,aksam,evet
gunesli,sicak,yuksek,var,cumartesi,aksam,hayir
gunesli,ilik,yuksek,var,cumartesi,aksam,hayir
gunesli,soguk,yuksek,var,cumartesi,aksam,hayir
gunesli,sicak,normal,var,cumartesi,aksam,evet
gunesli,ilik,normal,var,cumartesi,aksam,evet
gunesli,soguk,normal,var,cumartesi,aksam,evet

gunesli,sicak,yuksek,yok,pazar,aksam,evet
gunesli,ilik,yuksek,yok,pazar,aksam,evet
gunesli,soguk,yuksek,yok,pazar,aksam,evet
gunesli,sicak,normal,yok,pazar,aksam,evet
gunesli,ilik,normal,yok,pazar,aksam,evet
gunesli,soguk,normal,yok,pazar,aksam,evet
gunesli,sicak,yuksek,var,pazar,aksam,hayir
gunesli,ilik,yuksek,var,pazar,aksam,hayir
gunesli,soguk,yuksek,var,pazar,aksam,hayir
gunesli,sicak,normal,var,pazar,aksam,evet
gunesli,ilik,normal,var,pazar,aksam,evet
gunesli,soguk,normal,var,pazar,aksam,evet




































